Disease,week_of_year,district,state_ut,temp_celsius,preci,Cases
Acute Encephalitis Syndrome,42,Araria,Bihar,28.11,0.138384291,6
Cholera,42,Hooghly,West Bengal,27.15,0.980397843,372
Acute Diarrhoeal Disease,43,Kokrajhar,Assam,23.9833334,0.148891349,32
Dengue,43,Patna,Bihar,27.706,0.306762368,11
Acute Diarrhoeal Disease,43,Raipur,Chhattisgarh,29.906,0.000171909,41
Acute Diarrhoeal Disease,43,West Singhbhum,Jharkhand,26.47,0.614062204,20
Acute Diarrhoeal Disease,43,Rewa,Madhya Pradesh,32.7366666,0.588079067,12
Acute Diarrhoeal Disease,44,Ambala,Haryana,27.09,0.0112262,24
Acute Diarrhoeal Disease,44,Haveri,Karnataka,29.15,0.70165375,10
Acute Diarrhoeal Disease,44,Raichur,Karnataka,31.398,0.004321315,22
Dengue,44,Raichur,Karnataka,31.99,0.455877931,42
Acute Diarrhoeal Disease,44,Amravati,Maharashtra,35.702,0.032596179,71
Dengue,44,Burhanpur,Madhya Pradesh,34.5833334,0.039848151,25
Malaria,44,Morena,Madhya Pradesh,36.0133334,0.000200951,138
Cholera,44,Moga,Punjab,28.66,0.044777416,13
Chikungunya,44,Thanjavur,Tamil Nadu,29.2566666,0.424785523,86
Acute Diarrhoeal Disease,44,Cuddalore,Tamil Nadu,27.175,0.858802726,83
Dengue,44,Malda,West Bengal,28.33,0.054744704,32
Chikungunya,44,Chikkaballapur,Karnataka,30.97,0.363371772,69
Dengue,44,Nagpur,Maharashtra,33.5033334,0.000804808,49
Dengue,44,Nashik,Maharashtra,31.4466666,0.101911047,10
Dengue,44,Wardha,Maharashtra,29.27,0.675616103,18
Dengue,44,Birbhum,West Bengal,27.642,0.07103023,82
Acute Diarrhoeal Disease,45,Jorhat,Assam,27.0333334,0.017298441,22
Cholera,45,East Champaran,Bihar,27.718,0.041254741,21
Acute Encephalitis Syndrome,45,Araria,Bihar,29.098,0.033534282,5
Acute Diarrhoeal Disease,45,Surat,Gujarat,33.2433334,5.36E-05,37
Acute Diarrhoeal Disease,45,Sirsa,Haryana,30.422,0.01078928,31
Acute Diarrhoeal Disease,45,Deoghar,Jharkhand,29.725,0.031628302,28
Malaria,45,Betul,Madhya Pradesh,31.334,0.000110906,39
Malaria,45,Mandla,Madhya Pradesh,29.5166666,0.030746178,207
Malaria,45,Dhule,Maharashtra,34.18,0.001711688,12
Malaria,45,Gadchiroli,Maharashtra,27.326,0.017084173,70
Malaria,45,Gadchiroli,Maharashtra,28.05,5.70E-05,42
Acute Diarrhoeal Disease,45,Thane,Maharashtra,31.69,0.058348647,194
Chikungunya,45,Dhule,Maharashtra,36.658,3.05E-05,44
Acute Diarrhoeal Disease,45,Thane,Maharashtra,31.69,0.058348647,194
Acute Diarrhoeal Disease,45,Burdwan,West Bengal,28.69,0.005422309,37
Acute Diarrhoeal Disease,45,Hoshangabad,Madhya Pradesh,32.49,0.015906454,19
Dengue,45,Wardha,Maharashtra,28.53,1.376183066,51
Dengue,45,Malda,West Bengal,28.33,0.054744704,76
Acute Diarrhoeal Disease,46,Dibrugarh,Assam,29.2166666,0.001084233,42
Cholera,46,Chota Udaipur,Gujarat,33.8033334,7.70E-05,94
Acute Diarrhoeal Disease,46,Leh (ladakh),Jammu and Kashmir,2.0466666,0.120067669,22
Cholera,46,Palakkad,Kerala,25.3033334,0.860814895,2
Acute Diarrhoeal Disease,46,Amravati,Maharashtra,35.1366666,0.000109718,70
Dengue,46,Nashik,Maharashtra,33.31,5.36E-05,27
Acute Diarrhoeal Disease,46,Parbhani,Maharashtra,35.45,0.087105015,32
Acute Diarrhoeal Disease,46,Sangli,Maharashtra,28.9766666,0.007838095,51
Cholera,46,Sangli,Maharashtra,31.1833334,6.16E-05,36
Malaria,46,Jhabua,Madhya Pradesh,37.5033334,7.27E-05,99
Malaria,46,Mandla,Madhya Pradesh,28.882,0.000819508,7
Chikungunya,46,Tiruvannamalai,Tamil Nadu,24.766,0.110359766,16
Cholera,46,Hooghly,West Bengal,29.0866666,8.58E-05,12
Acute Diarrhoeal Disease,46,Leh (ladakh),Jammu and Kashmir,16.13,0.080217186,17
Acute Diarrhoeal Disease,46,Ambala,Haryana,27.09,0.0112262,28
Dengue,46,Raichur,Karnataka,28.89,0.010055488,72
Acute Diarrhoeal Disease,47,Anand,Gujarat,31.995,0.098338971,29
Malaria,47,Godda,Jharkhand,30.2766666,7.20E-05,59
Chikungunya,47,Dharwad,Karnataka,31.06,0.863094712,23
Chikungunya,47,Dharwad,Karnataka,30.96,0.783824101,16
Dengue,47,Khandwa,Madhya Pradesh,33.7366666,0.012460104,10
Dengue,47,Ahmednagar,Maharashtra,35.182,0.025818679,55
Malaria,47,Gadchiroli,Maharashtra,27.67,0.122402214,4
Chikungunya,47,Erode,Tamil Nadu,24.26,0.070319899,7
Dengue,47,Perambalur,Tamil Nadu,27.4433334,0.165241872,11
Cholera,47,Araria,Bihar,27.606,0.43767456,20
Chikungunya,47,Sehore,Madhya Pradesh,35.18,0.02578706,140
Dengue,47,Bhandara,Maharashtra,31.4233334,0.222185403,77
Acute Diarrhoeal Disease,48,Gandhi Nagar,Gujarat,32.67,0.000157657,18
Acute Diarrhoeal Disease,48,East Singhbhum,Jharkhand,27.97,0.000239,76
Acute Diarrhoeal Disease,48,Sangli,Maharashtra,29.15,0.02274543,40
Malaria,48,Morena,Madhya Pradesh,28.366,7.82E-05,74
Malaria,48,Malda,West Bengal,26.67,8.90E-05,13
Acute Diarrhoeal Disease,48,Vadodara,Gujarat,33.086,7.49E-05,36
Dengue,48,Hooghly,West Bengal,28.87,8.44E-05,39
Dengue,48,Murshidabad,West Bengal,28.665,0.051765766,77
Acute Diarrhoeal Disease,49,Chittoor,Andhra Pradesh,24.345,0.001506591,22
Acute Diarrhoeal Disease,49,Haveri,Karnataka,24.938,4.98E-05,15
Chikungunya,49,Gadag,Karnataka,32.79,0.001510934,39
Chikungunya,49,Khandwa,Madhya Pradesh,33.38,2.71E-05,35
Malaria,49,Khandwa,Madhya Pradesh,34.49,3.10E-05,27
Acute Diarrhoeal Disease,49,Sehore,Madhya Pradesh,32.1966666,4.98E-05,10
Chikungunya,49,Sehore,Madhya Pradesh,31.94,2.71E-05,50
Acute Diarrhoeal Disease,49,Bikaner,Rajasthan,36.5266666,4.16E-05,17
Dengue,49,Virudhunagar,Tamil Nadu,25.2366666,0.570683496,24
Malaria,49,Malda,West Bengal,26.67,8.90E-05,21
Acute Diarrhoeal Disease,49,Sabarkantha,Gujarat,32.68,6.66E-05,263
Acute Diarrhoeal Disease,49,Bikaner,Rajasthan,47.8366666,0.000658814,142
Dengue,49,Nagpur,Maharashtra,30.878,0.056733742,16
Dengue,49,Nagpur,Maharashtra,32.2566666,7.70E-05,22
Acute Diarrhoeal Disease,50,Krishna,Andhra Pradesh,27.22,0.000300705,25
Dengue,50,East Siang,Arunachal Pradesh,13.7,0.120163833,15
Acute Diarrhoeal Disease,50,Anand,Gujarat,28.67,5.50E-05,26
Acute Diarrhoeal Disease,50,Beed,Maharashtra,34.382,0.015132263,52
Dengue,50,Ratnagiri,Maharashtra,30.82,0.000338379,46
Acute Diarrhoeal Disease,50,Burhanpur,Madhya Pradesh,32.9966666,2.76E-05,40
Malaria,50,Udalguri,Assam,19.7166666,0.03663071,13
Malaria,50,Baksa,Assam,25.166,0.003147831,11
Chikungunya,50,Dharwad,Karnataka,31.062,0.26824105,13
Dengue,50,Amravati,Maharashtra,34.2733334,0.001515152,32
Acute Diarrhoeal Disease,51,Kamrup,Assam,22.026,0.004539113,20
Acute Diarrhoeal Disease,51,Raigarh,Chhattisgarh,25.7166666,0.002586469,27
Acute Diarrhoeal Disease,51,South Tripura,Tripura,21.03,8.77E-05,12
Dengue,51,East Siang,Arunachal Pradesh,13.7,0.120163833,22
Malaria,51,Baksa,Assam,25.5433334,0.001209877,41
Acute Diarrhoeal Disease,52,Anand,Gujarat,28.065,7.39E-05,90
Acute Diarrhoeal Disease,52,Bhavnagar,Gujarat,28.842,6.28E-05,74
Acute Diarrhoeal Disease,52,Bhavnagar,Gujarat,28.842,6.28E-05,176
Acute Diarrhoeal Disease,52,Bhavnagar,Gujarat,30.71,7.29E-05,178
Dengue,52,Sivaganga,Tamil Nadu,24.6233334,0.069463992,25
Malaria,52,Malda,West Bengal,21.83,0.029148222,37
Malaria,52,Chitradurga,Karnataka,28.262,0.003343892,36
Dengue,52,Kolar,Karnataka,29.0566666,0.097017263,23
Dengue,52,Hooghly,West Bengal,28.87,8.44E-05,40
Dengue,52,Malda,West Bengal,28.33,0.054744704,85
Malaria,52,Malda,West Bengal,26.67,8.90E-05,21
Dengue,1,Ahmednagar,Maharashtra,32.498,5.97E-05,12
Chikungunya,1,Dindigul,Tamil Nadu,30.9,0.066926808,17
Dengue,2,Gulbarga,Karnataka,35.022,0.013281469,22
Malaria,2,Mandla,Madhya Pradesh,25.505,0.03358013,11
Acute Diarrhoeal Disease,2,Raigad,Maharashtra,30.3266666,6.87E-05,110
Acute Diarrhoeal Disease,2,Ratnagiri,Maharashtra,30.614,4.53E-05,15
Cholera,2,Hooghly,West Bengal,24.542,5.11E-05,69
Chikungunya,3,Kancheepuram,Tamil Nadu,29.3166666,0.000188722,17
Dengue,3,Karur,Tamil Nadu,32.77,0.000334294,56
Chikungunya,3,Tirunelveli,Tamil Nadu,29.24,0.002963816,45
Chikungunya,3,Mahabubnagar,Telangana,34.586,0.000909419,31
Acute Diarrhoeal Disease,4,Jamnagar,Gujarat,28.214,0.043865751,11
Acute Diarrhoeal Disease,4,Jagatsinghpur,Odisha,26.655,0.014430522,14
Acute Diarrhoeal Disease,4,Koraput,Odisha,28.798,0.000515817,12
Chikungunya,4,Tirunelveli,Tamil Nadu,28.275,0.272616761,51
Acute Diarrhoeal Disease,5,East Kameng,Arunachal Pradesh,11.3333334,0.192076837,29
Acute Diarrhoeal Disease,5,Gadag,Karnataka,38.402,3.18E-05,10
Chikungunya,5,Tumkur,Karnataka,33.65,4.38E-05,76
Dengue,5,Namakkal,Tamil Nadu,35.9866666,4.94E-05,47
Chikungunya,5,Tumkur,Karnataka,34.466,7.81E-05,26
Dengue,5,Satara,Maharashtra,36.2133334,0.000911543,18
Dengue,5,Virudhunagar,Tamil Nadu,33.722,0.004856145,31
Chikungunya,6,Dindigul,Tamil Nadu,35.0233334,0.02577595,24
Acute Diarrhoeal Disease,6,Pudukkottai,Tamil Nadu,31.245,0.044805862,24
Acute Diarrhoeal Disease,6,Yadgir,Karnataka,32.78,5.12E-05,21
Acute Diarrhoeal Disease,7,Chittoor,Andhra Pradesh,31.8166666,0.005553353,82
Acute Diarrhoeal Disease,7,Wayanad,Kerala,31.774,0.214676134,21
Chikungunya,7,Karur,Tamil Nadu,37.415,0.006638078,48
Acute Diarrhoeal Disease,7,Pudukkottai,Tamil Nadu,31.67,0.048249874,22
Chikungunya,7,Tirunelveli,Tamil Nadu,31.918,0.004292548,28
Cholera,7,Purulia,West Bengal,20.134,0.000530616,195
Acute Diarrhoeal Disease,7,East Kameng,Arunachal Pradesh,11.3333334,0.192076837,40
Acute Diarrhoeal Disease,8,West Godavari,Andhra Pradesh,28.895,0.117001036,24
Acute Diarrhoeal Disease,8,Chittoor,Andhra Pradesh,30.2066666,0.000633664,29
Acute Encephalitis Syndrome,8,Dibrugarh,Assam,19.38,0.00203022,5
Chikungunya,8,Dindigul,Tamil Nadu,35.0233334,0.02577595,52
Chikungunya,8,Dindigul,Tamil Nadu,33.4066666,0.000284837,21
Chikungunya,8,Karur,Tamil Nadu,34.1,8.73E-05,27
Chikungunya,8,Karur,Tamil Nadu,36.71,0.000151365,128
Acute Diarrhoeal Disease,10,Surat,Gujarat,38.4766666,5.07E-05,32
Acute Diarrhoeal Disease,10,Budgam,Jammu and Kashmir,3.04,0.92009136,233
Acute Diarrhoeal Disease,10,Chitradurga,Karnataka,39.058,0.018811951,33
Cholera,10,Raichur,Karnataka,41.586,3.05E-05,30
Acute Diarrhoeal Disease,10,Yadgiri,Karnataka,41.494,4.60E-05,38
Dengue,10,Kolhapur,Maharashtra,37.94,3.82E-05,28
Chikungunya,10,Virudhunagar,Tamil Nadu,40.842,0.000198104,29
Acute Diarrhoeal Disease,10,Nandurbar,Maharashtra,36.5666666,0.001861466,162
Chikungunya,11,Chittoor,Andhra Pradesh,35.11,0.000176909,12
Chikungunya,11,Prakasam,Andhra Pradesh,38.45,0.015824998,27
Acute Diarrhoeal Disease,11,West Godavari,Andhra Pradesh,30.3033334,0.002922846,18
Acute Diarrhoeal Disease,11,Mandsaur,Madhya Pradesh,39.6566666,6.76E-05,24
Acute Diarrhoeal Disease,11,Dhule,Maharashtra,43.4733334,3.40E-05,53
Acute Diarrhoeal Disease,11,West Sikkim,Sikkim,16.4066666,0.744697553,22
Acute Diarrhoeal Disease,11,Kurung Kumey,Arunachal Pradesh,13.7266666,0.285341174,14
Dengue,11,South Goa,Goa,31.242,0.170161849,11
Acute Diarrhoeal Disease,11,Raichur,Karnataka,41.586,3.05E-05,54
Chikungunya,11,Tumkur,Karnataka,39.742,3.82E-05,27
Acute Diarrhoeal Disease,11,Yadgiri,Karnataka,38.5433334,9.33E-05,101
Dengue,11,Idukki,Kerala,29.354,0.409147448,27
Dengue,11,Kollam,Kerala,31.58,0.014398769,20
Acute Diarrhoeal Disease,12,Chittoor,Andhra Pradesh,34.73,0.000920318,21
Cholera,12,Haveri,Karnataka,34.3466666,0.052200784,72
Dengue,12,Chamarajanagar,Karnataka,41.066,0.062791177,23
Acute Diarrhoeal Disease,12,Pune,Maharashtra,42.0233334,6.80E-05,75
Malaria,12,Mandla,Madhya Pradesh,31.7533334,0.179735302,14
Dengue,12,Raigad,Maharashtra,40.65,4.03E-05,27
Acute Diarrhoeal Disease,12,Udaipur,Rajasthan,35.51,5.80E-05,29
Dengue,13,Mahabubnagar,Telangana,42.482,3.17E-05,13
Acute Diarrhoeal Disease,13,Morigaon,Assam,25.9133334,0.216921807,48
Acute Diarrhoeal Disease,13,Amreli,Gujarat,43.502,0.000192311,22
Chikungunya,13,Gadag,Karnataka,45.818,4.54E-05,17
Acute Diarrhoeal Disease,13,Gulbarga,Karnataka,45.554,8.04E-05,27
Acute Diarrhoeal Disease,13,Yadgir,Karnataka,43.5933334,3.21E-05,16
Dengue,13,Beed,Maharashtra,47.9533334,3.17E-05,23
Chikungunya,13,Tiruchirappalli,Tamil Nadu,41.042,0.02763373,16
Dengue,13,Raigad,Maharashtra,38.6,0.000701628,22
Chikungunya,14,Mahabubnagar,Telangana,45.146,0.001384818,23
Dengue,14,Nizamabad,Telangana,40.438,0.027816738,17
Chikungunya,14,Kheda,Gujarat,40.65,5.57E-05,61
Chikungunya,14,Mehsana,Gujarat,40.28,5.57E-05,73
Acute Diarrhoeal Disease,14,Chitradurga,Karnataka,41.97,0.000427393,10
Dengue,14,Beed,Maharashtra,48.554,3.16E-05,16
Dengue,14,Sangli,Maharashtra,40.75,0.000428544,20
Dengue,14,Idukki,Kerala,30.434,0.359279114,22
Chikungunya,14,Vellore,Tamil Nadu,35.42,0.061828266,24
Chikungunya,14,Tiruchirappalli,Tamil Nadu,42.478,0.017548582,11
Chikungunya,15,Mahabubnagar,Telangana,44.834,0.001139978,18
Acute Diarrhoeal Disease,15,Chhindwara,Madhya Pradesh,42.1,0.072951661,16
Dengue,15,Gadchiroli,Maharashtra,40.81,0.009566447,12
Acute Diarrhoeal Disease,15,Jajpur,Odisha,42.49,0.000289225,48
Acute Diarrhoeal Disease,15,Tiruchirapalli,Tamil Nadu,42.035,0.013826301,15
Acute Diarrhoeal Disease,15,Lucknow,Uttar Pradesh,36.79,0.001357264,12
Dengue,15,Idukki,Kerala,33.22,0.00692104,11
Dengue,15,Madurai,Tamil Nadu,34.5766666,0.282964712,11
Acute Diarrhoeal Disease,16,Chittoor,Andhra Pradesh,39.922,0.007145039,16
Acute Diarrhoeal Disease,16,East Godavari,Andhra Pradesh,34.066,0.000661192,30
Acute Diarrhoeal Disease,16,Krishna,Andhra Pradesh,37.218,0.009029196,102
Dengue,16,Mahbubnagar,Telangana,46.3633334,0.000137821,32
Dengue,16,Nalgonda,Telangana,41.1466666,0.00136338,39
Acute Diarrhoeal Disease,16,Dibrugarh,Assam,20.295,1.191392867,33
Acute Diarrhoeal Disease,16,Sonitpur,Assam,25.73,1.053657897,10
Acute Diarrhoeal Disease,16,Gandhinagar,Gujarat,41.234,0.003385866,13
Acute Diarrhoeal Disease,16,Pulwama,Jammu and Kashmir,13.698,0.508844817,60
Acute Diarrhoeal Disease,16,Chamarajanagar,Karnataka,41.0466666,0.197978045,11
Acute Diarrhoeal Disease,16,Chamarajanagar,Karnataka,37.966,0.028908453,10
Acute Diarrhoeal Disease,16,Chitradurga,Karnataka,44.454,0.001180027,22
Cholera,16,Davangere,Karnataka,43.5333334,9.77E-05,36
Chikungunya,16,Gulbarga,Karnataka,47.7533334,0.020615085,15
Acute Diarrhoeal Disease,16,Hassan,Karnataka,42.714,0.000799109,51
Cholera,16,Mysore,Karnataka,40.2766666,0.027968385,129
Cholera,16,Tumkur,Karnataka,42.834,0.000202751,44
Acute Diarrhoeal Disease,16,Bhopal,Madhya Pradesh,43.814,0.050212638,24
Acute Diarrhoeal Disease,16,Krishnagiri,Tamil Nadu,39.258,0.003534352,26
Acute Diarrhoeal Disease,16,Dehradun,Uttarakhand,29.3866666,0.157345114,29
Acute Diarrhoeal Disease,16,Yadgir,Karnataka,47.078,0.000238587,109
Malaria,17,Panchmahal,Gujarat,45.138,0.011255087,14
Cholera,17,Chitradurga,Karnataka,46.118,0.001331521,40
Acute Diarrhoeal Disease,17,Davangere,Karnataka,45.386,0.000244938,30
Acute Diarrhoeal Disease,17,Kolar,Karnataka,37.8033334,0.006552201,23
Acute Diarrhoeal Disease,17,Raichur,Karnataka,47.57,3.08E-05,95
Cholera,17,Wayanad,Kerala,36.498,0.456231566,18
Acute Diarrhoeal Disease,17,Sehore,Madhya Pradesh,47.3233334,0.005804015,11
Acute Diarrhoeal Disease,17,Rayagada,Odisha,31.885,0.860256075,20
Dengue,17,Gondia,Maharashtra,42.362,0.019846383,22
Acute Diarrhoeal Disease,17,Dhenkanal,Odisha,40.5933334,0.005547986,27
Acute Diarrhoeal Disease,18,Chittoor,Andhra Pradesh,38.806,0.002548878,44
Chikungunya,18,Mahabubnagar,Telangana,44.514,0.112614259,37
Dengue,18,Warangal,Telangana,40.7166666,0.036557893,43
Acute Diarrhoeal Disease,18,Raipur,Chhattisgarh,39.918,0.099496042,26
Acute Diarrhoeal Disease,18,Gandhinagar,Gujarat,41.7866666,0.024732577,12
Acute Diarrhoeal Disease,18,Ballari,Karnataka,42.782,0.023119976,55
Acute Diarrhoeal Disease,18,Chitradurga,Karnataka,43.37,0.094142529,56
Acute Diarrhoeal Disease,18,Davangere,Karnataka,37.918,0.009360372,17
Acute Diarrhoeal Disease,18,Mandya,Karnataka,36.825,0.201223741,52
Acute Diarrhoeal Disease,18,Kollam,Kerala,31.58,0.34764555,15
Acute Diarrhoeal Disease,18,Burdwan,West Bengal,35.898,0.020061357,43
Acute Diarrhoeal Disease,18,Purba Medinipur,West Bengal,32.87,0.274395083,15
Cholera,18,South 24 Parganas,West Bengal,31.6233334,0.065093986,70
Acute Diarrhoeal Disease,18,Gaya,Bihar,41.3733334,0.037259789,24
Chikungunya,18,Tumkur,Karnataka,42.322,0.001975416,15
Chikungunya,18,Tumkur,Karnataka,42.322,0.001975416,10
Acute Diarrhoeal Disease,18,Cuttack,Odisha,37.58,0.019139987,143
Acute Diarrhoeal Disease,18,Sambalpur,Odisha,34.9366666,0.055334687,19
Acute Diarrhoeal Disease,19,Sivasagar,Assam,31.07,1.362098214,19
Dengue,19,Durg,Chhattisgarh,42.35,0.036448564,67
Malaria,19,Jamtara,Jharkhand,42.4266666,0.000639059,10
Acute Diarrhoeal Disease,19,Wayanad,Kerala,32.042,0.751101403,13
Acute Diarrhoeal Disease,19,Barwani,Madhya Pradesh,50.458,2.85E-05,165
Acute Diarrhoeal Disease,19,Nanded,Maharashtra,48.0266666,0.003998651,23
Acute Diarrhoeal Disease,19,North 24 Parganas,West Bengal,31.2,0.053253922,35
Cholera,19,Purulia,West Bengal,41.44,0.001065053,60
Acute Diarrhoeal Disease,19,Sangli,Maharashtra,44.83,0.011634476,121
Acute Diarrhoeal Disease,20,Prakasam,Andhra Pradesh,43.9433334,0.040702175,22
Acute Diarrhoeal Disease,20,Udalguri,Assam,22.6166666,0.567265439,27
Acute Diarrhoeal Disease,20,Bhavnagar,Gujarat,48.66,7.59E-05,22
Acute Diarrhoeal Disease,20,Chamarajanagar,Karnataka,33.345,0.289869939,17
Acute Diarrhoeal Disease,20,Davangere,Karnataka,37.39,0.006423008,27
Cholera,20,Davangere,Karnataka,37.974,0.055740297,32
Acute Diarrhoeal Disease,20,Gulbarga,Karnataka,49.098,0.008916094,48
Acute Diarrhoeal Disease,20,Gulbarga,Karnataka,46.31,0.000470695,29
Dengue,20,Kolar,Karnataka,35.965,0.033999324,16
Dengue,20,Kolar,Karnataka,35.8966666,0.014830383,21
Dengue,20,Mysore,Karnataka,34.2,0.230036808,24
Acute Diarrhoeal Disease,20,Shimoga,Karnataka,35.41,0.07018496,32
Acute Diarrhoeal Disease,20,Shimoga,Karnataka,35.09,0.055305529,19
Acute Diarrhoeal Disease,20,Yadgir,Karnataka,41.706,0.000386927,18
Acute Diarrhoeal Disease,20,Seoni,Madhya Pradesh,48.446,0.000142078,83
Acute Diarrhoeal Disease,20,Jalgaon,Maharashtra,48.458,0.00018175,32
Acute Diarrhoeal Disease,20,East Sikkim,Sikkim,13.7633334,0.371760268,42
Acute Diarrhoeal Disease,20,Bankura,West Bengal,34.194,0.359002873,37
Acute Diarrhoeal Disease,20,Hooghly,West Bengal,29.925,0.056304912,39
Acute Diarrhoeal Disease,20,Malda,West Bengal,33.278,0.190090317,24
Malaria,20,Munger,Bihar,32.494,0.041154925,53
Acute Diarrhoeal Disease,20,Chamarajanagar,Karnataka,35.515,0.072964816,17
Chikungunya,20,Tumkur,Karnataka,42.44,0.102663533,25
Dengue,20,Ahmednagar,Maharashtra,47.65,0.000599483,13
Malaria,20,Gadchiroli,Maharashtra,40.81,0.009566447,42
Cholera,20,Bankura,West Bengal,36.2333334,0.358428345,70
Acute Diarrhoeal Disease,21,Nizamabad,Telangana,43.1933334,0.002620412,97
Malaria,21,Korba,Chhattisgarh,40.9333334,0.005121334,79
Acute Diarrhoeal Disease,21,North Goa,Goa,36.33,0.029973928,74
Acute Diarrhoeal Disease,21,Bangalore Urban,Karnataka,34.715,0.713844065,25
Dengue,21,Kolar,Karnataka,40.91,0.183856156,14
Acute Diarrhoeal Disease,21,Kolar,Karnataka,36.2633334,0.552388431,14
Acute Diarrhoeal Disease,21,Jalgaon,Maharashtra,48.12,0.001045838,23
Acute Diarrhoeal Disease,21,Azamgarh,Uttar Pradesh,38.81,0.021953767,33
Cholera,21,Gandhinagar,Gujarat,44.09,6.44E-05,87
Acute Diarrhoeal Disease,21,Davangere,Karnataka,39.01,0.213441702,23
Dengue,21,Mysore,Karnataka,34.802,0.131908955,46
Acute Diarrhoeal Disease,21,Alappuzha,Kerala,28.01,0.46162825,10
Dengue,21,Idukki,Kerala,29.3433334,0.160882675,15
Dengue,21,Palakkad,Kerala,34.3966666,0.395589433,64
Acute Diarrhoeal Disease,21,Nandurbar,Maharashtra,49.746,2.85E-05,115
Acute Diarrhoeal Disease,21,Sangli,Maharashtra,46.434,0.002632428,95
Cholera,21,Sangli,Maharashtra,43.646,0.03108132,88
Dengue,21,Sangli,Maharashtra,45.79,0.003007406,14
Acute Diarrhoeal Disease,22,Darrang,Assam,29.25,0.826356968,46
Acute Diarrhoeal Disease,22,Goalpara,Assam,27.4666666,0.40106515,44
Acute Diarrhoeal Disease,22,Udalguri,Assam,25.25,0.726543583,13
Acute Diarrhoeal Disease,22,Madhubani,Bihar,29.63,0.258584661,17
Acute Diarrhoeal Disease,22,Banaskantha,Gujarat,39.4266666,0.008265911,141
Acute Diarrhoeal Disease,22,Tapi,Gujarat,35.05,0.013858994,32
Acute Diarrhoeal Disease,22,Shopian,Jammu and Kashmir,21.9766666,0.956087794,194
Acute Diarrhoeal Disease,22,Hassan,Karnataka,32.0966666,0.54413735,126
Dengue,22,Mysore,Karnataka,33.33,0.776127552,23
Dengue,22,Shimoga,Karnataka,32.41,0.144998003,22
Acute Diarrhoeal Disease,22,Tikamgarh,Madhya Pradesh,44.9733334,5.57E-05,29
Acute Diarrhoeal Disease,22,Rajsamand,Rajasthan,49.1333334,3.73E-05,76
Acute Diarrhoeal Disease,22,Nainital,Uttarakhand,31.9833334,0.005238655,11
Acute Diarrhoeal Disease,22,Malda,West Bengal,35.58,0.638546029,31
Cholera,22,North 24 Parganas,West Bengal,23.21,0.927710933,144
Acute Diarrhoeal Disease,22,Purulia,West Bengal,34.54,0.082249983,22
Dengue,22,Chandrapur,Maharashtra,40.9433334,0.047697937,110
Dengue,22,Kolhapur,Maharashtra,39.105,0.010538412,11
Malaria,22,Raigad,Maharashtra,39.5533334,0.005519854,30
Cholera,22,Sindhudurg,Maharashtra,35.25,0.019832722,74
Acute Diarrhoeal Disease,22,Bhilwara,Rajasthan,49.33,2.45E-05,70
Acute Diarrhoeal Disease,23,Nizamabad,Telangana,38.51,0.222095554,85
Acute Diarrhoeal Disease,23,Nizamabad,Telangana,38.51,0.492391951,17
Acute Diarrhoeal Disease,23,Visakhapatnam,Andhra Pradesh,36.2566666,0.033420502,15
Cholera,23,Ahmedabad,Gujarat,42.7233334,0.005221476,51
Dengue,23,Jamnagar,Gujarat,42.822,0.12574273,10
Acute Diarrhoeal Disease,23,Mehsana,Gujarat,42.466,0.005066166,27
Acute Diarrhoeal Disease,23,Ballari,Karnataka,33.55,0.241937441,33
Cholera,23,Chitradurga,Karnataka,38.37,0.265617244,33
Dengue,23,Mysore,Karnataka,32.7966666,0.413188144,21
Acute Diarrhoeal Disease,23,Darjeeling,West Bengal,29.47,2.876126342,179
Acute Diarrhoeal Disease,23,Hooghly,West Bengal,28.0166666,0.570297723,35
Acute Diarrhoeal Disease,23,Paschim Medinipur,West Bengal,29.79,0.65053631,296
Acute Diarrhoeal Disease,23,South 24 Parganas,West Bengal,27.77,0.335347466,23
Acute Diarrhoeal Disease,23,Gulbarga,Karnataka,50.8433334,0.008184314,23
Dengue,23,Mysore,Karnataka,32.4,0.118402464,36
Chikungunya,23,Shimoga,Karnataka,33.546,0.13438809,22
Dengue,23,Alappuzha,Kerala,30.6966666,0.083481602,16
Chikungunya,23,Belgaum,Karnataka,38.31,0.269098398,70
Acute Diarrhoeal Disease,24,Gaya,Bihar,35.15,1.147288305,72
Acute Diarrhoeal Disease,24,Rohtas,Bihar,42.46,0.065915527,35
Acute Diarrhoeal Disease,24,Gadag,Karnataka,37.99,0.676130695,27
Acute Diarrhoeal Disease,24,Gulbarga,Karnataka,39.8033334,0.333612602,15
Acute Diarrhoeal Disease,24,Gulbarga,Karnataka,39.8033334,0.333612602,25
Acute Diarrhoeal Disease,24,Bhind,Madhya Pradesh,38.985,0.145390009,10
Dengue,24,Mandla,Madhya Pradesh,40.8566666,0.700373883,195
Acute Diarrhoeal Disease,24,Sehore,Madhya Pradesh,39.3033334,0.53266709,19
Dengue,24,Dhule,Maharashtra,36.0833334,0.526421942,35
Acute Diarrhoeal Disease,24,Dehradun,Uttarakhand,26.805,0.623198409,15
Acute Diarrhoeal Disease,24,Hooghly,West Bengal,29.23,0.364366652,56
Acute Encephalitis Syndrome,24,Golaghat,Assam,27.4666666,0.000652258,38
Dengue,24,Mysore,Karnataka,32.4,0.118402464,11
